Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
.9.....7..8.9.54....3.64......4.1...9.7..6....6..9...174..8.36....5.3...1........,25,40,15,2,0,0,0,1,0,Expert,
.4.6.....3.9..1.4.78.4....9...3..5.............37.51....5.6..97...1..3........8.6,24,39,16,0,2,0,0,2,0,Expert,
5.8.........8..9..23..5.7..6...3..9....9...3..7..15.....12.3.8...2598.......6....,25,72,19,3,0,4,0,4,4,Expert,
.9.5....721..635..6..78......6..2.13....7....8.........8......2..5...7961.....35.,26,71,27,2,0,0,0,9,12,Expert,
1.....3..6.9........43....6.1...6...4...1.2....59.....24..5..9.5......7..9.72..15,25,48,14,1,0,0,0,3,2,Expert,
9.5..73.....5.......4.2.........35.......692.3......7..1..95..67.9....1..26.1....,24,38,17,2,1,1,0,2,0,Expert,
....826...69.1....1...7....9..2...3.23.....97........84281.....6....7..13....9..4,26,40,14,0,0,2,0,1,0,Expert,
...7.......7..138.1...3..5..5.1......9...5...2....8.1.8...627..3...........8.91.6,24,39,17,1,0,3,1,1,0,Expert,
.....8.74.3.......49..7.1.......54.8.....9.1..2.43........84.92...2...3....7..8.5,25,45,14,2,0,0,0,2,2,Expert,
4..7..9..3.9.4..57..2....6...73..496....2.3.....96..25...6..542...8.......3.9.6..,29,36,15,1,0,2,0,1,0,Expert,
......5...8.925......4.8...2.3.7..5...5..39.7.9......413..92...45....2.3.......79,27,29,24,1,0,2,0,1,0,Expert,
...6.7.......2.5...254...9...85.....4..3.6....32.8.7..6.7....8...38...5..4.......,24,31,24,1,0,1,0,2,0,Expert,
...3..8......7...68....475...72.......2651...6..8..3.4...1.2....1.....8.3.5......,24,53,12,0,0,0,0,2,2,Expert,
6...58........2...8....4.31..4.....8....1.743.7....5.642........6....1....1.8.4.7,25,38,17,5,0,3,0,1,0,Expert,
.9..2....8.3..7.9.4......32..9....7.632....8..8.5.2....6.8.9..3...........4.7.5..,25,35,20,2,0,1,0,1,0,Expert,
3714.....8.2....36..6.....9.3.14......4.32.1....7.....4...27.6.7.8.....2.6.......,26,46,18,0,0,1,0,2,2,Expert,
.1....9.4....53.1....29......5.8.1...6..1...3..9.3658.2.........5........3...86.5,25,75,15,2,0,1,0,6,8,Expert,
...3..2.46..2.4.7.........8..3..85...7.......82.9...6354....7.2.89....56.....9...,26,42,12,0,0,1,0,1,0,Expert,
.......1.2.....6....86..539..75.6...8...29..11..3.89...61.9...5........2......36.,26,40,14,1,0,2,1,1,0,Expert,
..84.9.61.9.7.......71...4....817..2..3...8..4...............9....236...8......76,24,38,18,1,1,0,2,1,0,Expert,
.......257...9.6...291...7.1.8.3.........5..3.6.....9..73...2....5..6.8.9..8.....,24,39,27,0,0,2,0,3,2,Expert,
.1..67...5.8.....9.37....2......6512......9..8..79.36...3.........5..73.7.1..2...,26,63,14,5,1,3,0,3,2,Expert,
.5.4....8...5.827..9.....1.91..2..6..72...9..5..1.7....6...21.......6.24......7..,26,120,14,3,1,2,0,13,20,Expert,
...2......5...69.8.........2.9..4.1.54..2.6....16....4.....5.....3.9.1.2.9....8.3,24,38,18,0,0,1,1,1,0,Expert,
.5....38.7.......6......5....54.8..2.2.36.....6...7.4..376...292.48..7.5.8.......,27,54,18,1,0,1,0,4,2,Expert,
.53.8......6...5..4..........8..7.9..2.3.....34..2......42..3..7....3.48...86..5.,24,33,22,1,0,0,0,2,0,Expert,
..3.4....7...28.6..8..67.....4.....5........82.....4....9.5.6........59..4...2.87,23,36,21,1,2,2,0,1,0,Expert,
.9...2..31.5..342..8..4..17...51.......29..5............1.39.4....7....1..3.5..78,27,56,22,0,2,3,0,4,4,Expert,
.4.3.....7.26.........7.84..3...456.9....74..5..9..........3.9.......63..2.5..7..,24,45,11,5,0,1,0,1,0,Expert,
.9....4.5...2..7.94.2........6.95.....81.6.....9....7....62....8....7....7.8.4.1.,24,43,13,0,0,0,0,1,0,Expert,
6..1...92..17964............47.5......62......5..........5...8.594.7.6....2..1..7,25,40,15,0,0,0,0,1,0,Expert,
..1.6..9....1935...7....6..35....4.1..7..1.....4.......3..89....8..561....54.....,25,50,12,1,0,0,0,2,2,Expert,
4.......11.3.....8..6.3.......3.81.....7.98.4.6.41.9.2..4....7..37...2.62...7...3,28,44,8,2,0,0,1,1,0,Expert,
...5.8.1......7...8..1....5.98.53...5......9...7....8......2..1..2..9.7414..8.3.9,26,64,16,2,0,1,0,4,6,Expert,
85......1..6.9....1..2..8.76.....24.........8.85..9.6..........9...7...424...61..,24,43,20,1,0,0,0,3,2,Expert,
.38.14.6....3...9.2..5....16........54........8.....4..6..5..2.....3..163.782.4..,26,52,7,3,0,0,0,2,2,Expert,
....9.........4..6..4.573..317......4.5.....9...5........6..5.85...1....96..8.43.,24,40,15,1,1,3,0,2,0,Expert,
..6..49....281....8.73.6.4.......1232...7...84....1...1.....23.3..4.............6,25,40,15,0,0,2,0,1,0,Expert,
......3.5..6......37.....2...7..2..4...7.1..6.1945....93.5..1...4.9....7.......6.,24,71,32,2,0,2,0,7,10,Expert,
..19....8..9..7.5....35...9......845.7.....1..53...6..3.6......48..3.59..9....3.4,27,41,12,2,0,0,1,1,0,Expert,
...2...9.39..8....1.5..7.....831..59....4.32..3...97..7.1...2..854............8..,26,50,8,2,1,1,0,3,2,Expert,
....9....8.7.5...14.528......341.8.....8.3.2...45....92.8...7.3.........1.....4..,25,65,9,2,1,3,0,2,2,Expert,
.....7..31.3.5...27.6.91....4..6...........3..91.4....2....56...1....35...9.....4,24,53,15,0,0,0,0,2,2,Expert,
.7..3..6.1....5.796....41.3.4............7...8.3.....1564...8...1.8....7....16...,25,44,11,5,0,1,1,1,0,Expert,
.517......2.93....78...2.......2.31....8..94.....9...8......7.4..518....9...548..,26,37,16,2,1,1,0,2,0,Expert,
.......1..9..7.3......2....7..1....864..8....8.1392....37.64..9..4...2..9.6....43,27,93,12,2,1,1,0,6,8,Expert,
.....7..32..96.7..1..2....9.7..39..6....7.1....81.......6......31..8.9..9......5.,24,285,30,6,3,5,1,33,50,Expert,
43..9.281.2......9..5............8....4.5....21...4...6..........3581.9......954.,24,56,13,1,0,1,0,2,2,Expert,
95.6..7.17.4..9..8..61....9...7......8..6..1....514.....537....6.....4......91...,26,38,16,1,1,0,0,1,0,Expert,
3....7..6.58..4..11.4..........3.....4.8..1......65.2..71..6.3....5.3.....2.8....,24,47,9,1,0,0,0,1,0,Expert,
4...........83...4.3....1....9..6.2..8...2.916..5.1.....6..83...9.1..4..2.....5.6,25,43,12,3,0,1,0,1,0,Expert,
.8....14...4....79.....32.8...97...4....3.......8...5.5....9...21..487.3...7....2,25,50,12,0,0,0,0,2,2,Expert,
...4........5...98.....73.19......2...2..1..7.8...9..3.5...8.......9.15.49.2...3.,24,52,16,0,1,3,1,2,2,Expert,
91.7....6..6..92.3.....5..9..5.......4.1.....7.246.3...64...1..2........571......,25,42,13,1,0,3,0,1,0,Expert,
....23........8..7..4....8....6.75.3.963.48.25....2.....2..56....9.6....4.3......,25,60,15,0,1,2,0,4,4,Expert,
...28....72.5....65.8..1......9.6.8...317....6.......9..6.2....81.7...9.9.......7,25,32,23,2,0,1,1,1,0,Expert,
72......8..3.5....9...6.57....6...47.57.4.........98........6.35......9.364....2.,25,38,17,0,0,1,0,1,0,Expert,
7.6....5..34...7........9....5.6...3.4..3...2......41..521..........369..13.4....,24,50,9,0,0,0,0,2,2,Expert,
..9....528..3.....1..56.4..........4..19..8......4.12......39.54.2....8..9..14..6,26,71,20,0,0,0,0,4,4,Expert,
...87...5.2.....4..........53...79.....92...89...4..273.1.....2.7.....1.8...9.5..,24,70,19,4,0,0,1,5,4,Expert,
.7..8..9.3........68.......128........3....4.4...12.7..6..7..2.....281....7.469..,25,46,9,1,1,1,0,1,0,Expert,
..4.8..3......28..92.6.3....16........3....2427..9.....87.2...9.....6..2.6...84..,26,38,16,0,1,4,1,1,0,Expert,
...3...7......91....35..9.....9..83.4..8.1..7....35....4.....5.1.5.6..89.8....4.1,26,53,20,3,0,0,1,2,2,Expert,
3.2.64...89.....6.1.4.....5....1.5..4..9.53.2.....8..9....8...4....29..3...1..9..,26,73,11,0,3,2,0,5,6,Expert,
..7.125.6....7...44...8.3....28.7.4.........31...4.8.....52...7.........3.1...258,26,75,22,2,0,2,0,6,8,Expert,
.7.....3.2..3....5.35..69825..7..319....6......9...87......8.2.6............2.5.8,26,40,12,0,1,0,0,3,0,Expert,
21..3.7..8....5.43....2..9...2....3.49...2.....7..9...9.1..7..2..5....7.3...5.9..,26,40,14,2,0,0,0,1,0,Expert,
2.7.......4....9.......6.......4.2.3..3.5...97.43...1..7..6..5.3..1..6..9.67....1,25,60,25,1,2,2,0,4,2,Expert,
..8.635...........1..4..63.6.5..4.8.2......9....12...5..12.5..4.34..1...92.......,26,39,15,0,1,2,0,1,0,Expert,
..1...6.4..2.....756..17..3.....8...4.7......6.....5........3...8.53..7.1.5..28.6,25,46,9,2,0,1,1,1,0,Expert,
.7..1...2.....8.7..3.6..5..4.583.7.........46.6.4..8.16....2....5..8....2.....1.4,26,46,8,1,0,1,0,1,0,Expert,
.......9..47...38....46...5.6..8.7..........11.8..5963536......8.9....4....85....,26,48,19,1,3,4,0,3,2,Expert,
9....8.......3....6...9243...4..91..3.6..4..55..21..8.8.....2...9.......13.8.....,25,43,12,0,0,0,0,1,0,Expert,
.....6.8...74....6....7...1...5..97.1..9..4...2......8..9.4..5......98...4..251..,24,75,33,0,1,5,0,10,6,Expert,
..7...32..1.6.2.74.45..9..1..6...........3.......1.....64.3..9...15...4.9..7...15,26,56,11,1,0,3,0,2,2,Expert,
....2...19....5......1.9........15..5.63..9......96.8.41...2..3..9...1.43....8.2.,25,30,25,3,0,0,0,1,0,Expert,
6.1.4..75.7......4..563.....8.......1....9..7.......98.5..18......9...8...84..316,26,48,6,2,0,0,0,1,0,Expert,
4...7.59....9....66......2.5.7...6...6.59......8.......9.48.1.7..1.27.6..5......2,26,81,17,2,0,1,0,12,18,Expert,
.52.4......426......6..9......8...61.....1842.3.6......2.1854.........2.......5.9,25,76,20,5,0,6,0,5,4,Expert,
...8....1....1.....7.....86.58..49..7....5...4....6..51..5.3.....97...4..8..4..39,25,41,14,4,1,0,0,1,0,Expert,
...1...36....2....9..8..7....8...3....75...........9.2.8.7.2...5...8...1..13.5..7,23,38,19,2,2,5,0,1,0,Expert,
5..24.9..2.8.....4.479.8..........2....39.7........519....7.....238...9.8..13....,26,63,26,3,1,2,0,5,6,Expert,
.......6...4..273.27.4.1.9....94.3...6..57.....5...2..65.7........3......9......5,24,58,9,0,0,3,0,2,2,Expert,
67.3...1.9....2....83.4...2.16..4...4..7.....7.9631....9.8.3.......9...72....7..3,28,50,5,2,0,4,1,2,2,Expert,
...1.6.3.8.3...5...5....92..........9.....1....4..8..9....4......1.6324...921.6..,24,35,21,2,0,3,2,1,0,Expert,
3.8....5...13.87..9.4.5.....2.....8.....3......32.1..4.......78..9..5.3.......12.,24,69,12,1,0,1,1,4,6,Expert,
9..7....3.....2.4...4.9..21...36......71....92.9....6.....54....3...7......2....7,23,37,20,2,1,1,1,1,0,Expert,
2...5.7......6..3.8.7.126....6.....7......34.3......654.82.......15.....7.213..8.,27,57,17,0,0,1,0,2,2,Expert,
.5..........7....43..........8.3..7...6.7..5..1..8..6.1..9....6.79..4.3546...1...,24,51,9,0,2,5,1,2,2,Expert,
61.......5...9.....9835....78.....5...3....21..2..9..6.6.......8.1..679.3......8.,25,41,14,2,0,1,0,1,0,Expert,
...7......7...39....5..91.8...2.73..7...3..5......6....8..2...9......6.12.91.....,23,56,12,6,1,1,3,6,4,Expert,
4..3....1..5.....3....4....8..92.3.......5.2...64.1.5919...6...3.85..6....2.9....,26,35,19,1,0,0,0,1,0,Expert,
...9.....4..5..2....127...4........9.....865.2.....4...59.1.7.2.6....58....8...41,25,66,16,0,0,1,0,4,6,Expert,
.86.....7.4.........3..41..7.1.....2....9.4.16....387.4......2..3......9...72.3..,24,56,12,1,0,2,1,3,2,Expert,
1.95.4..7....9..1..5...2.8.....2..5.8....96..9..7.12..4......72......1.5.8...7...,26,43,11,2,0,0,0,1,0,Expert,
..3..16.26...38...1..7...93.9..4...8.....6.4...8..327..2.............7..4..2.9...,25,50,5,0,0,0,0,1,0,Expert,
..9.28...5679..........6....2.1.....871....29.3..8.5..3..579.....8..1....9..6..1.,27,46,20,0,0,2,0,4,2,Expert,
...3..7.919.76....8......53...4......4.1..9.8.8.......479.1.3...5..9...46.....8..,26,73,12,6,1,0,0,4,4,Expert,
.1.7.5..2.6..1..5....28.......5.87......73.8..5.9..2..6........97....12..216..3..,27,88,5,2,0,2,0,8,14,Expert,
....82...4..7..5...6........29.1..65.....5..4..72.81..1............5.....8.9.64..,23,47,10,1,0,0,0,1,0,Expert,
.........5..16.......5746..2..9......3...7....9123....96...154..13...96...7..2.13,28,67,2,0,1,0,1,3,2,Expert,
71895.....5.........9..3...1..8.2.6....63....2.5..........6...2...12.3.98.1..7..5,26,47,12,0,0,1,0,2,2,Expert,
.2.3....9...1..2..5....673.......9.2.95.62.7..7.9........6.........3.1.5.6.82.3..,26,50,4,2,1,1,0,1,0,Expert,
76.1....9..82..4.79......8....7.........16........57...52.9....4...2...6....4..91,24,64,14,1,0,0,0,2,2,Expert,
5...3...4......7...4......1...4.9......68..9..3..51..847....3...1.8..5.98...96...,25,40,15,4,0,1,0,1,0,Expert,
.9.6.42.53.41..7...25..9..........7....9.......9.6..13...74.....5.......7.1..6.39,26,108,18,1,0,2,2,16,26,Expert,
.3......6....1..7.751...3..21.....8.8.7.....3....8..6......5...1....32....29.653.,25,61,14,1,0,0,0,4,6,Expert,
...79.8..6.84..9.........45..46..1.9....59..8...3...6...7..6........47..95..7..1.,26,50,14,2,0,1,0,4,6,Expert,
...1.....5...4.......5628..65...91.219....3..2.4.3.56.9...........29....31...4..6,27,36,17,0,1,0,0,1,0,Expert,
3..7..........56......39.....8.57.3....4...7.5.918.46......18..1..3...5..9..6....,25,60,18,3,0,1,0,3,2,Expert,
5...6.2.3..............385.........92.3...6..6...15.....8..6....6.9..54.9421...3.,25,33,22,0,0,2,0,1,0,Expert,
659.8.7..2...9...........3......96.5.....78...7..4.39.8.4.2....3.5...........3.2.,24,54,19,3,2,1,0,3,2,Expert,
...5....2..76....524...7..8.........67......4328.........92.6....68.52.98..3..4.7,27,40,13,0,0,0,0,1,0,Expert,
..........4....2.6.2....9.5.....2.9.......4.19.31.4...41.3.98.2..68....4.825...6.,27,78,22,2,0,1,0,8,10,Expert,
..71..6....1.4..5235...94..5.......94.2..13......3.7.....7...3...4.......1.5...2.,25,66,17,0,0,3,0,5,4,Expert,
......428.3........2........5.3..894...25.6..46.........952.....8...69..6.1.4...3,25,39,16,1,0,1,0,1,0,Expert,
65...1.84..4.5..2..8..2......65.4........7.6...12......4...3.12..78..5...3..4...6,27,43,10,1,0,2,0,1,0,Expert,
83.....9.......8.1..96.......6.291.8......7..21..57.........5..1.3.....657..6..8.,25,43,12,3,1,1,0,1,0,Expert,
.628..7.48...5...3..462.......7.....5.....1....7...46....24.....8.1.3..7..6...8..,25,56,20,1,0,5,0,2,2,Expert,
.7...6.82..54.76....93..5..5..8...4..........46....7..7.6..28....2.65...........9,25,68,21,4,0,5,1,4,6,Expert,
.9....1.6..3...8.......1.9..8....5..41.3.9.....218....9....6.2.....94.8.6..2..3..,25,35,30,0,0,0,0,2,2,Expert,
.7.5....98...7.6..632......956.3.7....3....8................1..52.9..3.6.6..83..7,26,64,18,2,0,1,0,6,8,Expert,
4286.....9......4..65.29......1.5...23..........8..3.4..9..6...6....1.538...4....,25,46,9,1,1,4,1,1,0,Expert,
...54..1.74..8.6...1..97.24..9...846...7.........2.....9..5....4......9...617....,25,43,12,1,0,1,0,1,0,Expert,
..6..7..8....4..2.3.....5.6........3..3.2.79......94.....3..8...2..5...7....78..9,23,46,17,1,0,0,0,2,2,Expert,
....36.8.4.3...1.....42....8.2..4..9.7...92...9..62.4............8.1..6..3..7.9..,25,59,13,3,2,1,0,6,4,Expert,
..2.1...9.519.8...7...6..5.9...32..6..3.....5..5.761.......7...2......7..8....6..,25,37,16,1,2,4,2,3,0,Expert,
...6...4.1....86...8...72.5...86..2..5.1.4.8..6....9...4.2...1...9.4.7.......9...,25,47,8,1,0,0,0,1,0,Expert,
..7......854..7....6..83.....9.....5.....1..8.13....4.6...9.......4..8.69..71..53,25,73,18,3,0,6,0,4,4,Expert,
3.7....82....4..1...1...539.5.8..3...9...7.25..4.9.1........9..4..7..8.......1...,25,57,14,0,2,0,0,2,2,Expert,
..7689.5.....4.......5.7........69....17.4.....51.....5.....8.98.6.....22.....647,25,41,14,0,0,1,0,1,0,Expert,
....28..7..26.....9..345....2....5....6..2...4.5.69.8....9..4.........6....4..93.,24,41,15,2,0,0,0,1,0,Expert,
........9....3..........361.......7.....1452...95....6..17..24..57.6....9.3.2....,23,53,12,0,0,0,0,2,2,Expert,
82........1...3....3.4..61...6........8...3...9..3..4.1..56..2......29......9.465,24,125,16,1,1,0,0,10,16,Expert,
....685.....1..7.9...94.....36...8.74....13..78..5....6..8934...4........5....91.,27,54,11,0,0,0,0,4,2,Expert,
..52....1.9.3.5.2.8.271..35517...3...........2.817..6.9..5..1.....62..........8..,28,54,13,2,1,3,0,4,2,Expert,
.9..7.1....64.1...47...589.........99..2......48..6.21.....4....8.....425......68,26,60,23,1,1,0,0,6,6,Expert,
.74..953....75...2.2.1....41..3...2.5.3..8...2...45.9..3.9.........7....4....2...,26,52,10,0,0,0,0,2,2,Expert,
..2..4...1....6....56...2.9..5.9.....697...3.2..15.......2..4.7......512......69.,25,41,14,0,0,0,1,1,0,Expert,
...35..81......3.62..61...59.5.3......154..2...2.8.9..8.6....1....1......3.......,25,40,21,0,1,1,0,2,2,Expert,
8..........6.........823.9.5...46..7..89..2.43...5...............4.7.6..7..3..58.,23,65,19,1,1,4,0,4,2,Expert,
64.1...5.....54.6....9...3..1.86.........1..4...2..6..4.....9.....3.2..593...51..,25,42,13,0,0,2,0,1,0,Expert,
.8....9.27....8.3....3..4.1..9....4...2..4....17.8.........92.82...67.1..3..2..9.,26,36,18,6,0,0,0,1,0,Expert,
.71..68....2....6.8..12...928.3...571..7.....9.......1..3..7.8.....9....7...6....,25,35,20,0,2,3,0,1,0,Expert,
......6.8..68.214..416.5...91.........8.2.....6......7......4..1....692..2..98...,25,53,16,6,0,5,0,4,2,Expert,
8..4...7.9.....41..4.76.........13......7....7...56...48......36...457.8.1..3...6,26,46,26,0,0,1,0,3,2,Expert,
.15...764.9.3..................672.......9...46..5....6.79...259....4..65...3..1.,25,63,16,3,3,5,0,2,2,Expert,
.7..8..9........4.1...5687...973...14.5..1.....6......8...4.....9..7.6.4.5..1....,25,84,14,1,0,0,0,6,8,Expert,
8.2...5..1...8..6..5.9.71.4..1.6.9.7...2...4.4.57.86..6..1....8.....4............,26,47,15,3,0,1,0,2,2,Expert,
52693.....73..8...4...7..5.......84.......2.3.....4.97.6.28.......5...72....9.5..,26,40,14,1,0,0,0,1,0,Expert,
...4...81....26.......8..79528.674....6.95...............5.....861......2.4......,23,54,12,1,0,0,0,3,2,Expert,
.....4..5..4.7..63.2..1...94..2...56.914.....53.......9.23...4.6..........3..5...,25,31,23,0,0,0,0,2,0,Expert,
4.359.2.........1..8217...5.31.4...7...7..94.9.....1......2....1......5...4...3..,25,93,29,2,0,1,0,8,14,Expert,
...36.75..7.2..6....4..7.92.25..3...641.....99........2..6....54.......1.395.....,27,56,5,0,0,1,0,3,2,Expert,
....2.5.8.6....3.9...683....14......5..4...9..9.5.6...451..8....3.......286.54..3,28,63,10,4,0,0,1,2,2,Expert,
.5426...1..9.45.......7.9.......1.......9......24.8...9..7..6...469..8...85.....2,25,48,7,1,0,2,0,1,0,Expert,
.4..9.82..1......4...2...3..........9..15.6.81.2..83.....8....58....5163..9.2....,26,72,23,4,0,2,0,7,10,Expert,
..2...6.1.9...5.....4.2..8..174........2......4.176...7...4....6..5.9.78...8....5,25,47,18,1,0,0,0,2,2,Expert,
..4..6815..5......3......9...7.51439...........1.34.6......794..........956.4.1..,26,48,16,5,0,1,0,4,2,Expert,
...46..515..9........3.26.84.1...86..8....2....3....15..46......98.......2...1...,25,110,11,1,1,3,0,7,10,Expert,
...54..79...9.76...........1.....94.8..1...56.5......7...7....4..7.1.3..4..365..8,26,81,11,5,0,1,0,4,4,Expert,
..97......5..3..966..9.5....9..2..4...4.....27.......3.....6....1..79.54562.14...,27,100,21,2,3,1,1,8,14,Expert,
29.1.......69..12...18.....3..71...4.2.49.8...1......3.......3...86..4.......2..8,25,36,19,1,0,0,0,1,0,Expert,
...7..31...193.6..6.......8...5.6.7.....93.......8.9....4.7..8..9......3.37.1...6,25,32,33,1,0,1,0,2,2,Expert,
.1..6.9..9...48.6...8..51...5...43.........7......9..8...85743.1.7.....6..5.3....,26,46,8,0,0,2,0,1,0,Expert,
7654...8......7....8..69..1.....8.9...29..1.6..914...76.8.5....2.7..1....5.......,27,36,16,1,0,1,0,2,0,Expert,
.2...9..319...27...45.....14...9...7..9.3...4.5.....1.....1.5.6.......2....6.74..,25,28,27,0,0,2,0,1,0,Expert,
.9...1..23..4...6...5.2.....1...365.......3.4..3....1.8.2.....99...4.1...6.9...2.,25,39,16,2,0,1,0,1,0,Expert,
....1.........8...82.....3.1.6.753...57...6.1.3.6..2..3..1..8......82......4.357.,26,42,22,0,0,1,1,2,2,Expert,
..7....8.3...829.61.......3..4....3......3492.2.1..6........3.9....647..6.......8,25,62,10,4,0,0,0,2,2,Expert,
....1.7.6.......387..3..4..5...3..7....4715.....85....1......9737...8.6.6.51...8.,28,48,11,1,0,0,0,2,2,Expert,
.......71.74.1.9......3...6.23.9.....4.......8..6......8..4.39.1..8..4.2.32.7..6.,26,59,13,1,0,0,0,3,2,Expert,
2....4.....6..192..79....6.3..1...9..1....2..9.8.6..73....7.816..............3..9,25,37,22,2,0,3,0,4,2,Expert,
.349..8..8.......79..6.3....4.3.5.9...3..4........8.2...6...47.....7......92.6...,24,47,16,4,0,3,0,4,2,Expert,
....6.7.44.1.....3..8..2................21........712.87......5..65..4..3.2.4.6..,23,34,22,1,2,5,1,2,0,Expert,
.9.14............2..5.......62.9...454...1.26......1..7...1...9...3.7.4...6.2.53.,25,38,23,0,0,1,0,2,2,Expert,
5...6493.....7..6..6.139.7.74...8.....3.......5.9.3.4...14.7..6.7.........9...1..,27,56,11,2,1,3,0,2,2,Expert,
..542...81.....9...7....54.4.8.7..29.59....3...7.43.5..4.2.........8...3....3....,26,64,6,0,0,2,0,2,2,Expert,
..6.28...9...1.....246..5..61..5.3.....8......5..61..88..1....6..54.9....9.......,25,49,18,1,0,0,0,5,4,Expert,
..9..14.....8.59..3.147...8......1......4....4......63...6...8..9......7.4..3765.,25,52,3,0,0,0,0,1,0,Expert,
.4......858...7...3...42...9........43.2.8.79....9642326.7.3........9..5......2..,27,35,17,0,2,3,0,2,0,Expert,
...58....43...6......9.3...9..2........45.78......8.....537.6.........4728.....3.,23,38,19,2,1,4,0,1,0,Expert,
2.3.5..8.76.2.....9.8.7.........79.3.9.....6.......7243...8..7.8.....6.....6.5...,25,52,19,0,0,2,0,3,2,Expert,
..815.........29...16..3.......2......23...4.5.98..36.......1....5.39......6.4.5.,24,41,15,3,0,1,0,1,0,Expert,
........3......9519...37.....6...8.9.9.....7.7.....1.....8....71.3.745...5.2.14..,25,62,24,0,0,0,1,5,4,Expert,
..527..8.9...4...2.3.1....9..2...835.......7.7.8..........81.2....3..4..1.9..4...,25,57,17,3,0,0,0,2,2,Expert,
..5..736...6.9..2..9.3..5.........7.7.....891......6.......9286.5..62.....3.7..5.,26,41,13,2,0,0,0,1,0,Expert,
.....5..2..26..7.4..9....6........8....85.6.7..8...9.3.3...78...7..4.....5.382...,25,39,16,3,1,0,0,1,0,Expert,
.....9.....5.......1847..6.2..6..4.85.......1..6..7.2...7.............85.9.8.1.46,24,115,9,2,5,7,1,16,24,Expert,
437....9..........129...........5.7195...1..2....26....9.5...23....3....2..1.75.4,26,68,17,1,0,6,0,2,2,Expert,
.3..........862....6..97...6.5.8..372..9..84...4....2...9.48....486....3.......7.,26,47,23,2,0,0,0,2,2,Expert,
5.4..31...7.....3.1.....4.7...2............414...5..76.4..1...2.19..73..6....2..5,26,74,35,7,0,6,1,8,12,Expert,
2.7...5..8.1.39..2....6....7.2.9..5..15.7..6..9.......6..1............89......32.,24,65,13,5,1,3,1,4,2,Expert,
3....19...68.....72...5..816..........5.7....9.1...7..71..6.....26.15......28..9.,26,40,21,1,0,0,1,3,2,Expert,
.3.1.4.6.15...94....62...9.9..51.....2....5.........832.....6.....98....6.....9..,24,49,16,0,0,5,0,2,2,Expert,
.........1.....5.7.5..2..36.4..536..3..9.......5216...9..4..1...3...9.2..2.....4.,25,34,21,0,1,1,2,1,0,Expert,
..27...9.8.9..6.17.3....5...8....7.57.6.......1......6...12....5...69.72....5.1..,26,37,26,2,0,1,0,2,2,Expert,
5..43.62......2..7...1....44..5..2....12.....8.7..3.5...87..14.......7......4..38,26,48,16,0,1,0,0,2,2,Expert,
.........46.....58.28..7....8...3..6..1...5.....4.61.234.....251...2.......3..6.4,25,53,17,4,0,0,0,7,8,Expert,
1....6.......8.5.....5.9..828.45.1.7..7......6.4....9.....4.2.9....986.....7.....,24,41,24,0,0,1,0,2,2,Expert,
.......95..9..2...5.2..4..7......6...265.7...7..3.9......4..36....7....42.5.3...8,25,35,19,0,1,4,0,2,0,Expert,
....5...8....7..4..7.2.3...6...3..85......1.3..258..7......8.....574...6.83.2.41.,27,142,29,4,3,6,2,14,22,Expert,
.3..7856..5.23....4....6..35.....7...8....95.6...5.4..82....3..39...7..........27,27,65,9,0,0,3,0,2,2,Expert,
.6...32..3.2..9...........1..7....1....4.6378....2146..79....84.3....7.....6.....,25,34,21,0,0,1,0,1,0,Expert,
.3..8..9.81..9.5.3...3..6........8..7..........8.71.652.56..9.....9.21....1.58...,27,70,21,1,1,2,1,4,4,Expert,
6.8...52..7.....1.5.9.8.7..8...2.....6.5......25..1.6...2.98.........87...4...15.,26,46,21,1,1,0,1,2,2,Expert,
265...8.4..4....16....8.......14.....4...9.6.19.8......2..3..9...96...3..5..2.1..,26,51,10,0,1,4,0,4,2,Expert,
....1.8..7..3...52..4.......7.........14.65..2.5.37......268.4...61......5.....7.,24,42,14,0,0,1,0,1,0,Expert,
.7.86...5..23....1.....78.4.48.....35.........1..25..6.2.......48....17..56......,25,36,22,2,0,0,0,2,2,Expert,
5.....18..3...........4..6..648...3.7.......8..145....6....8..3.1...9.5...76...9.,24,49,22,4,0,1,0,2,2,Expert,
..3..............5.2..8.671.61..7.3...4..5......23..487......26.........53.7.2...,24,64,13,1,1,2,0,4,4,Expert,
6...18.3.5.8..761.....52..78...3..75..4...3.6.....68...6....45...7.8.............,26,34,19,2,0,0,0,2,0,Expert,
....8417.2...9..8..7.6........94.768.9..7..3..........9.4.2.31..........361...4..,26,68,10,2,0,2,0,4,4,Expert,
...6.51......2..831....7.9.......7..8.2..1....9.......5..78...26..5....72....9.3.,24,91,8,1,0,1,0,6,8,Expert,
5...2...7..793......4....2.7.9..518..23.....5....9..73.....1...3.5......94.....1.,25,46,9,1,0,2,0,1,0,Expert,
4..7..92..9........76..98545..8....22....76..849.5.3.....3...........2.7.5.......,26,50,14,0,0,0,0,2,2,Expert,
4.2..8......7...8..1.........62..84.8....3..7...4..3.57.4..5....3.8...7.1..32.5..,26,47,18,1,0,1,0,2,2,Expert,
7...13...6....831.4...968.7...87....31..6..........458.7....9....6...5....5.....1,26,56,13,0,0,0,0,3,2,Expert,
