Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
.52.19.6..9...7.....1.5.....63...5..2..3....6.17.8....976.3.1...............987..,26,33,22,2,0,0,0,0,0,Intermediate,
..68...7....7.16.8.8.........5.6319..4....8.69..4...5........4..57...3....4.9.5..,26,46,9,4,0,1,0,0,0,Intermediate,
.........14........32.....6..8...9.....93.27....6..4.3...817..9.64....1....2..7..,23,45,13,1,0,0,0,0,0,Intermediate,
....1.....6.934...9256.....15...39...........24...6...4...5.36...7..21.4.9.3.....,26,46,9,2,0,0,0,0,0,Intermediate,
....54.1.......8...2.....3......5.2.74......95.1.8..4.8.....3..317..9.......7...4,23,38,20,0,1,1,2,0,0,Intermediate,
.6..1....7.3.4....41.623.....94..7.1.....5.3..3.....69271.....33.........96..7...,27,46,8,1,1,4,0,0,0,Intermediate,
7..4.....8.2..9.3....2..896..3.9478..7..1..4.6.9.....1......9......3..6........24,26,44,11,1,0,0,0,0,0,Intermediate,
76.........3..4.8........71.2..4.6..6....283.53...7.24.........845.1..6..7.....4.,26,40,15,0,1,1,0,0,0,Intermediate,
.194......5.8.2.3.7.....5...4....7.5..2......5..13..8.98.5.4...32....8..........1,25,40,16,1,2,0,0,0,0,Intermediate,
..98.......7..5.3.....2..84....7.4.....5...2....98..5....3...9.3.5.9.6.8.8...6..7,25,33,23,0,0,1,0,0,0,Intermediate,
32.7....6...........6...5.......3.5.4..6.13.7..74....9...2..163.4..........96...5,24,41,16,1,1,4,0,0,0,Intermediate,
..1....3...2.........5.41....4.519.6...8......2...65...6.28....3.5..9.......63..1,24,33,24,1,0,0,0,0,0,Intermediate,
.3.1.56........9.........2.5..8...793....2.8....5.62...2.6.381........65.8..7....,25,43,13,1,0,0,0,0,0,Intermediate,
..........7.9.643....1...766..5...9.8.74..5.149....8......6.9..3.........8..9...3,25,47,9,2,0,0,0,0,0,Intermediate,
1..2..5...4...5...7..91.42..3.746.........3....1....5.957....1.2.6....7..........,24,49,8,5,0,0,0,0,0,Intermediate,
.......1...6.4....7..9.2....5.2.....9.4..31.2.3.7..4..42..........3..2.51.3....96,25,38,18,0,0,1,0,0,0,Intermediate,
...3..7....2.6.58.9...8.12...5...2686..21.............5.3......17..9.6...96.53..1,28,37,16,2,2,1,1,0,0,Intermediate,
453.7..2.7.............1.8..3786....2.8....6.5.........7......3...6..4...1235.87.,26,49,6,0,0,2,0,0,0,Intermediate,
.42..1.....12......9.......4.5.1........4.58..2..5..9.83....9.41....7..3.7.4.8.5.,26,43,12,3,0,0,0,0,0,Intermediate,
.....341..891....3.3.52..........1.....8..26......4...45....8..91.28..4...8..16..,26,40,15,1,0,0,0,0,0,Intermediate,
..2.5..9...7..4.2........13.8...1..5..4.2.9...1...327.......4..5.8.......7.89....,24,42,15,1,0,0,0,0,0,Intermediate,
....2.89.12....65..4...6........2..5......41747....92..6..59..8....1..79......2..,26,47,8,3,1,1,0,0,0,Intermediate,
..7......9..3..2585......3..29....8.....4.6..3..9.5...7.4..2...2....976..5..3....,25,41,15,1,0,2,0,0,0,Intermediate,
..6.8.75...52......8..136....1...3.7....5.2..23...1.4.....2...18...........63..8.,25,35,21,1,0,2,0,0,0,Intermediate,
......4..926..........57.....1.........49......7.62..146.1..92...963...51...2..3.,25,41,15,1,0,0,0,0,0,Intermediate,
..23.67...........1832.9...37.8..........5.8...8.2.9.......16....1....7...956..1.,25,47,9,1,0,1,1,0,0,Intermediate,
6..59.2..8..4.61.71......5.9.2.....45.4..79...........7..........9...86..586..7.2,27,49,5,2,0,0,0,0,0,Intermediate,
.9.....5...6....27......3.1.5...1..8..3..........5261.6...9....3.....786.1.7...9.,24,46,11,1,0,1,0,0,0,Intermediate,
......2...6......4..37..9.1...462..9.8...3..........3.62..8....3.4....1..7194...6,25,47,9,1,0,1,0,0,0,Intermediate,
..........7.1.8....8.3.9.7.69.....5....6....335....1.6.69.8...22..7.1...7..26....,26,35,20,2,0,0,0,0,0,Intermediate,
.15...38..7.6................1..8.5..9..7..4.4..3..17..4..3..68.3..8.....56.1....,25,33,23,0,0,2,1,0,0,Intermediate,
25...........8.3.1..1...927..8...14..3.......745..2..9.79..3.........47.8....5...,25,41,15,2,0,0,0,0,0,Intermediate,
2...3.5.9.1..6.73...6.......3............9..86.217....5....7......9.31...9.52....,24,47,10,2,5,7,0,0,0,Intermediate,
1...64.2.693........27.........8.....2.....6.8.7496.1.....1...9...3.9....162.....,25,47,9,4,0,0,0,0,0,Intermediate,
...2.37.68.49...........89.97.46..2...63..........76..2......53..5.....2......4..,24,43,14,2,0,0,0,0,0,Intermediate,
1......9.7..4..1....38.7.6.........6..6..5.41519......63..8....95...1.......4...8,25,44,12,1,0,0,0,0,0,Intermediate,
...96......2...7..96..87...2...4..........57.4......61.....9.2...75.......581....,22,39,20,1,0,1,0,0,0,Intermediate,
8...7.....736....812.4...3..6.854.21...........1....83.4..6......5...6.....7....5,25,51,5,3,1,3,1,0,0,Intermediate,
...8...4.3..42...9...9.53..85.6...2...6.....81.9..4.3....3.18.....5.....2.....1..,25,35,21,0,1,0,0,0,0,Intermediate,
2.41.7.5..5....7....1..5........1..7...8.....8.....2......86.92.9645.87.4.....6..,26,41,14,2,0,0,0,0,0,Intermediate,
..9....4..........8.56......4..8..1.9.614.7..1....592..1..28.7...8......7...5..6.,25,47,9,1,1,1,0,0,0,Intermediate,
3.........4...1.......3..6...39....6..6.8.32.59.....8.........1..1..9..28..6.5.3.,23,39,19,2,0,0,0,0,0,Intermediate,
.75....4...2915.3.13.....2....1..8.5.5.........1..9....4752..8.....3...4..37.....,26,44,11,2,0,2,0,0,0,Intermediate,
......5.4.1...8....8.69.....98..7.6...4...81....4...5.......3...7..6.9....5319...,24,45,12,3,0,3,0,0,0,Intermediate,
.....4......18..3.5.......8..586.4.7684.1..5..7...52.....6.....143.........74....,25,38,18,2,0,3,0,0,0,Intermediate,
.3.64.15.....75..9..518...6.6.3..4....9..8....51.9.67.9.3.1.5.............6......,27,46,8,1,1,2,0,0,0,Intermediate,
39...7.5....2......5....673..195....5...7..98....2.1........869......3..2..19....,25,48,8,2,0,0,0,0,0,Intermediate,
......4...3..64..5.26.7...........9..9.........3..251....2.914..5..4.3.6.7..3.2..,25,49,7,2,0,0,0,0,0,Intermediate,
5.86.9..7....7...2.9......44.........571...9.61.2.7....62.9.....7...62..1..4.....,26,46,9,2,0,0,0,0,0,Intermediate,
..1..8.9..8....52.......3..3.6.592.....21...........7..6.37....59........73.21...,24,38,19,2,0,0,0,0,0,Intermediate,
.295.8.......9....1...4.7..85...........3...1..2..7....91...23....47.8........1.4,23,39,19,3,0,4,3,0,0,Intermediate,
..9.....12..3......81.24....9.135.7..7.9.2..3..5....9..5..............47..8...12.,25,47,9,1,0,1,0,0,0,Intermediate,
....61......83.......2.93......2.93..7.......1.639.5..78...51........87.21......5,25,48,8,1,0,3,0,0,0,Intermediate,
7.1......6...381.......................2.69.7..29.15.6......7.5....8...291.5..6..,23,52,6,3,0,0,0,0,0,Intermediate,
.4.7.3........89......2...4....35.29..2..........9..63..7.89.566........89.3...42,26,37,18,1,0,0,0,0,0,Intermediate,
...2.4..66.7.9.8...128.....27..8....8..52.6.7........89.4...1....69.....1...46...,27,37,17,2,0,0,0,0,0,Intermediate,
6...5....3759..........2.....7..1....5.89....9..5.3.12..61.7.3.823..5..1.........,26,38,17,2,0,0,0,0,0,Intermediate,
..8...1.4.14......7....4.98......3.9....1348..........3...6..2..8.4.2..7.6.93....,25,45,11,3,1,2,0,0,0,Intermediate,
.2...4.9...3..24..4.6.5..376.2.....13.....9..7............3..19..1...34.....7...6,25,25,31,2,0,1,0,0,0,Intermediate,
..68..7.5....9.....985..2.1...7.4126....2.......1..48.9.....6......8..5.6.4..1..8,27,38,16,2,0,0,0,0,0,Intermediate,
..2.19..414....7..9.87...35....5............8....37.....95.138.7...8.4.1........2,26,53,2,1,0,0,0,0,0,Intermediate,
..2.7...9..91.8.5....2..431...987..4...3.....7.............35....5.1....4.....892,25,49,7,4,0,0,0,0,0,Intermediate,
....2.641..4...3...6.3....2.1.8.6..9......1.....7..8.4....7....27..38......4.19..,25,46,10,1,0,0,0,0,0,Intermediate,
...7..9...87..3.6...9....3..3.2..5......5.6..5..1.........2......89.6..12...817..,24,40,17,1,0,0,0,0,0,Intermediate,
..7...5.4.2.4.5..6.9..8.23.8.....4.9...2576....5...........287.2..3.........9..6.,26,37,18,2,0,0,0,0,0,Intermediate,
...............738.7....2516.3..4..5....2.8..28....1...645.....8...76....2..3..7.,25,48,8,1,0,0,0,0,0,Intermediate,
......162.....6.7......3..4..3.5.2...6....413...4....55.62.7....4...8..6.87......,25,34,22,1,0,1,0,0,0,Intermediate,
..28..9.....43....1..........4.....7.1792....958...3...8.3.5...37...91......1....,24,50,7,1,0,1,0,0,0,Intermediate,
7.3.2..4.4....7.9...9.61........94.8.......1..6...47..........6.7...698.......271,25,41,15,1,0,0,0,0,0,Intermediate,
..7.59...51.....9...23....7...83.......29.....584...2.....4.95..4...7.1..39....8.,26,42,13,1,0,0,0,0,0,Intermediate,
...52....4.27.1..............3.75.14..1.8.7.2.8...4.3....8....1...49...73...1...5,26,49,6,2,0,3,0,0,0,Intermediate,
.9.2..7646.7..9138..........46........1..6.82....74.1.37.....9...2......9..8.3...,27,39,15,1,0,0,0,0,0,Intermediate,
.....1..49...4....6.38..1..2..6.......7.......8.7.3.....2...3...6.9.4...8.....962,23,41,17,1,0,3,1,0,0,Intermediate,
....65.97......2.......9....7...19...2...7.6.163..24....7.4.1......7..26..2.16...,26,40,15,2,0,0,0,0,0,Intermediate,
..4.1.7.6..76..5....3.7....78..51.9....96.........4.3.9..84.3...6.......5..1....9,26,32,23,1,0,0,0,0,0,Intermediate,
4.97.6...7.....96.51.........1.9.2..6....5..828..........2..6.1..7.58...........9,24,42,15,0,1,3,0,0,0,Intermediate,
.....3...2.3.1..8..4.2.....1...5.7.........29.87......41..8.3......719..7.8.4....,24,35,22,2,0,0,0,0,0,Intermediate,
.....7.......1.278....6.....8.7....23..1.....2...84..1....2..87..76...9..1.4.93.6,26,34,21,0,1,0,1,0,0,Intermediate,
4735...9....1.....92...7..6....5....61..9..3.......4..25.31.6........9...6....1.2,25,44,12,1,2,2,1,0,0,Intermediate,
.5...43..8..1......2.......5.26...3867..81.5..3......6.6.7.3......54..7.24.......,26,42,13,1,1,1,0,0,0,Intermediate,
37.9.....4.....7..2..8....1...648..............1.7.9......9..4....3...6..9..61.8.,22,33,26,6,0,0,0,0,0,Intermediate,
...4...9..2..8..1......3...3...97....1.....8..74..2..3.5...17.2...92....1..3.....,23,39,19,1,0,1,0,0,0,Intermediate,
9.....7.2.2...4.5..7..6.8.3.6.3.....2...7.9.5.48.2.........2....9..3...7.......8.,24,43,14,3,0,1,0,0,0,Intermediate,
6.41.5....8.......5.24..7....67.2...1...4......58..6.2...67.38...7..........3..4.,25,36,20,1,0,0,0,0,0,Intermediate,
3.5...196..9......16....2...........41..9.7...9.3.156..........5.1.....32.4.75..1,26,41,14,1,1,2,2,0,0,Intermediate,
..263..1.5.8..2......1.59..9..3..6.2.......34...........6....83.8....15...1...2..,24,39,18,1,0,0,0,0,0,Intermediate,
.............41.9..4..6...1....1874.......5.....57...9.378...169.4....37..6..39..,26,47,8,0,0,0,1,0,0,Intermediate,
6.....3....814.2...2...39....3..9....7..3.....6...7.....1...7.6.4.....9.3..61..8.,24,40,17,2,0,0,0,0,0,Intermediate,
.17.6....5..41.9..8...3..7..4.9......8..71......6..193...7.341........35......7.8,27,39,15,1,0,0,0,0,0,Intermediate,
2..748....31.5.4...5........13..2........631..6....8.7.....36.....2....8.......5.,23,42,16,0,0,2,0,0,0,Intermediate,
.36...9.2..8.....3.79.1.68.......7....142.86.74......1...2.8.......6.2..8..9.....,26,47,8,1,0,0,0,0,0,Intermediate,
6..4.9....7.....3.....75...25......8......4..94..3.56........47....8...64.....32.,23,38,20,1,0,4,0,0,0,Intermediate,
....7.........1.62675.2.......9..............91...23....2..94.1.5....93..6..14..7,24,41,16,1,0,0,0,0,0,Intermediate,
...........6..5.2.4.1.......29..1.5...497..............92.5..876....8.1.71..6...2,24,47,10,2,0,0,0,0,0,Intermediate,
...2...5.96..3.........6......1...7....52.316..7.......5..9.12..........3.8.617..,23,46,12,1,0,0,0,0,0,Intermediate,
.9481...6..64.9.......7.....7..3.....8...753.......48...13.4.5.53.7...........9..,25,40,16,0,1,3,0,0,0,Intermediate,
2.4..71..9.7...4..6...51........4729..8.2......15...6...59.....1......4....8...7.,25,44,12,0,1,1,0,0,0,Intermediate,
..4.7..3.7..83...4.9.54....94.....8.....6......69.....1.5....48....8..5..8.6.7.93,27,45,9,4,2,1,1,0,0,Intermediate,
............986.52.5.7.1.9..1.2........5...8...7..4..92.9.1....68............7...,22,53,6,2,0,0,0,0,0,Intermediate,
8....6....7.9......1....97......3.1..9....8.54.6.9...756....34...4...........8.91,24,42,15,1,0,0,0,0,0,Intermediate,
..9..57............23....9...14.9...7.5.1...........6..3..6..526....7.4..149.2..3,25,41,15,0,3,3,0,0,0,Intermediate,
.....5....8..4...134.2.9...........5.21.8.3.9.9.6...48...43.912.........8...92..3,27,41,13,1,0,1,0,0,0,Intermediate,
..4.....3.1.2..7.....7.5..4..3.871......1.3.9.21....8..4.......7...38....5....4..,24,33,24,1,0,0,0,0,0,Intermediate,
..19......7.......3...148...92.3...1..8..69.....7.2...........4.3..297..24..671..,26,40,15,3,0,1,0,0,0,Intermediate,
.45.3.1......8.94..38........72..........9.81.....7..9.....12.....7.8.342.......7,24,27,30,1,0,0,0,0,0,Intermediate,
19...5....7........86..4..73..84.9...4.76.81..............1.....5.39....91..564..,26,46,9,2,0,0,0,0,0,Intermediate,
...8.....23......9..9...4...2.......5...1..9...1.32...4..35..1.753.2....9....4.8.,24,34,23,3,1,1,0,0,0,Intermediate,
.......8.862...1954.....2...5....4....452.96.....1..5.189......2..4....1..6..7...,26,39,16,3,0,0,0,0,0,Intermediate,
9..........1..9..2......81.7.9..1....8.6..4...6....5..5.48....6...5.4....12..67..,24,46,11,1,0,0,0,0,0,Intermediate,
7.3.8.5...9.1.7.4..1..53........5..2.2.....79.3....1....17.2..........8........31,24,40,17,1,0,0,0,0,0,Intermediate,
7.4..9...31..7..25..9.6.......3.56..1.......9......2..42...15.....9........7.4..1,24,45,12,1,0,0,0,0,0,Intermediate,
.........5.....763947.......6.9..2..195..4.76.......54....72...73...6.1....14.5..,27,39,15,3,0,0,0,0,0,Intermediate,
...8..1.9..1..2.3...7..4..874...........319.4.2....5.....9..2...7...5.....2...497,25,41,15,0,0,4,0,0,0,Intermediate,
65..8.4.7.....1.5..924...........5.657..2........1.......1..6...8..5.7....47.91..,25,42,14,1,0,0,0,0,0,Intermediate,
5..7..6.2........9..3.58.1....5.9...26..........8.7.......8...668.1..9...3......7,23,44,14,4,0,5,0,0,0,Intermediate,
1..357....7..192.....4.....7..5..9..3..9...576.9...1...41..6......1..4.......5.9.,26,30,25,1,0,0,0,0,0,Intermediate,
.8.3..6.......6..9..6....73..3...8458.......7.......3.74.86..1..5.1.4....1..9...8,26,48,7,3,0,0,0,0,0,Intermediate,
8.2.4..7.7.....12..9........5..964.....1.......8.7.5.6.2.9.....5........94..17...,24,39,18,2,0,2,2,0,0,Intermediate,
...98.1...1.6..95.4...2...35......24983.4.6..1.....3.9.3..9...6......4....2......,26,41,14,1,0,0,0,0,0,Intermediate,
..6...7.98.2..91.......183......3....5.........7.82....9...62.....39...1....18.65,25,44,12,4,0,0,0,0,0,Intermediate,
1...5..............6..14....5...8...8...6.15.74.39.8.....9...1.48......95....34.7,25,31,25,2,0,0,0,0,0,Intermediate,
..328...61.....4............6.3....7...4..2......17...7.6..2.8949...1.6...8....4.,24,38,19,1,0,0,0,0,0,Intermediate,
...1.2.7.....8..6...8.4...2....5..3.83....5...24...........5146.8.3...2..1.67.3..,26,47,8,0,0,1,0,0,0,Intermediate,
5.42.1..3......471....8....2..3..7.4.........9.....2...324....5.....89....1..23..,24,42,15,0,0,4,0,0,0,Intermediate,
9.....8.3.....2.5.5...3.926....8.4..........1..342...9...3.....3.5.96...4.851....,26,45,10,2,0,0,0,0,0,Intermediate,
.....16...46.739....5...8.7..15.....4..79.31..7..38....1..4...83.7......5........,26,34,21,1,0,0,0,0,0,Intermediate,
.87...1....1.9.2..4.37..8.5..4.53...8........9...713.8..........4.38....3..92...1,27,36,18,1,0,0,0,0,0,Intermediate,
.2638.....3...7....7....5.6.51.3...8.........6...7.......7.5.......6.14...841..7.,24,37,20,1,0,0,0,0,0,Intermediate,
.6......3......71...1.3...968....1..4.........53.....6.......7...439.6.8.3.658.9.,25,44,12,3,0,2,0,0,0,Intermediate,
....1.7..541...9...6.5.4...8564....9...9.83...7.......7...93...183.........8.....,25,46,10,0,1,1,0,0,0,Intermediate,
8.....1............1..9...3..56.3..79....5...38......559.....2...6..23....28..67.,24,39,18,2,0,0,0,0,0,Intermediate,
.2.......8.6...9..5.....2....1....28.52..1..796.7..5......1......9..87.638.5.2...,26,40,15,1,0,0,0,0,0,Intermediate,
...4..3.....51....3...7.....4.79.1.6..816...3.19..457....9..75.4....6......38....,27,52,2,1,0,0,0,0,0,Intermediate,
..9.32.....8....6.7..65..8..625..9..9...63..75.7.9.34...6.....5....7..9..........,26,49,6,2,2,2,0,0,0,Intermediate,
8...47.2....39.6.........5..5..3........5..79...72..849..4....2..2...86.7.8.6....,26,42,13,3,0,2,0,0,0,Intermediate,
....1..724...7...8....8641..2...4......8.3..7.......5......73.63.8645...17.......,26,48,7,1,0,0,0,0,0,Intermediate,
2.43...5.6.......43..7..1..7.61..2...1....6.348..2...1.........1.5.8........4....,24,44,13,1,0,0,0,0,0,Intermediate,
..4.9.21......17.413.....95...13.8.77.2.8.14......7...8.5..9..........2.....5.3..,27,42,12,1,0,1,0,0,0,Intermediate,
57..8.4....6...17...2.9..86..97..............2..6.....6...547.21......5.4.....9..,24,51,6,1,0,0,0,0,0,Intermediate,
...4..2.......96..9...273.4....74.....1....2.....6...77.95.1.4.2.....7.3.......5.,24,42,15,0,0,4,2,0,0,Intermediate,
2.8.......41....9.9.....5...1...6..9..2..96.........8...56.41....32.8..4.....19.6,25,38,18,2,0,0,0,0,0,Intermediate,
.9.5...8..3.46....8........7.6............59....7.1..6..3.79.4..87..3...9..1.5...,24,45,12,1,0,0,0,0,0,Intermediate,
....2.....6......9.......7.9...3..6.7.4..81.26....7.9..3..8.....8.2.9.17...17..8.,25,34,22,2,0,0,0,0,0,Intermediate,
2.85..6.....9....1.5....7..18...6.............3....89...5..1....16....3.92.37....,23,48,10,1,0,1,0,0,0,Intermediate,
.........6.8...3..9.435......67.4..23.......6....8.5..5.3...7.....2.9....97..5...,23,36,22,3,0,1,0,0,0,Intermediate,
.5219.3..9.8..75..7........4395.........38.....7.........25...3...9.128....8..9..,26,46,9,3,0,0,0,0,0,Intermediate,
..75...2......9........2....49..3.1......1.58.3....9..9.41.5.7.35.7...9.7.84..2..,27,49,5,1,0,0,0,0,0,Intermediate,
..6.2.........3.....1...5...4..76.....2..1..471.2.9..3.6..9.3..2......95..71.26..,26,48,7,3,0,1,0,0,0,Intermediate,
.98..6.1412.7...8...6.....2.3.8..27.84...7.......9....9.2.4....7.3..2..9.1.......,27,37,17,0,1,1,1,0,0,Intermediate,
.5..8.7...6.7....38......545.7..3..16.......5.....839....1.4.79....6....4........,24,47,10,4,0,0,0,0,0,Intermediate,
...9.1..28...5.....3.2....7.7..2...5....6..3....789.....1..3..8..3.1.56.59.......,25,42,14,1,0,0,0,0,0,Intermediate,
..5..1...62....35.7.....1.9...9.....1.........89..2..7...65.......32...89.67...3.,24,52,5,2,0,0,0,0,0,Intermediate,
..725..6.....1...2.1....79..7.8..6.......2.3.9...751.....3....8.5....97.8.....21.,26,42,13,1,0,0,0,0,0,Intermediate,
.3.1.8.2...6.5.7....736...9.......5...2.....6.896..2...9.........3..9...5...1..8.,24,46,11,1,0,0,0,0,0,Intermediate,
..73.2..44......8...3.8.2.1....2.3.........78.45............1.5.319..8...2.....49,25,48,8,1,0,0,0,0,0,Intermediate,
391....2.2.........85.........3...151.9.......38...2..6.21...57....629.....7..6..,25,49,7,2,0,0,0,0,0,Intermediate,
17....5........368.9......7..15...8...687.15..5..6....3....9.2..........2...8.736,26,37,18,1,2,3,0,0,0,Intermediate,
.89..2..1...48..6.43...6..79........3.6....9.....746..2.....1.........32......789,25,42,14,1,0,0,0,0,0,Intermediate,
..1.3......5......9....84..3.4.....9.59...14.2......5...32..5..8....9..6..6.4321.,26,44,11,1,0,0,0,0,0,Intermediate,
....1.3..13...2.9...964...7.......8........7..18.........8....472...1..9.6.9.412.,25,37,19,1,0,0,0,0,0,Intermediate,
1.72....4..3..5..854..7..6.4.1....5.....5...3.3....8.1...42.......7.......8.13...,25,46,10,5,0,0,0,0,0,Intermediate,
...2...9.6....5.8.29.73..45.......5.8.5.......24.7.............4...2.8.793...6...,24,44,13,1,0,2,0,0,0,Intermediate,
.........3..1.9.4.4......7.9..3..4..52...8.........81...89.27.5.9.7......3.4..9..,24,44,13,1,0,0,0,0,0,Intermediate,
.6....5.8.29.1..........69..8..6.2...17............9175..68.........1.....82.3.7.,24,36,21,3,0,0,0,0,0,Intermediate,
8....5.....52.1.....193...6.53...6......7.2...............9315.....2...9..785..2.,24,51,6,2,0,0,0,0,0,Intermediate,
.915........3...9.6.32....1...9..1....2.5...9.4..2....4......652.6.7.....3.19....,25,42,14,4,0,0,0,0,0,Intermediate,
.8...3..44...1..657.1.........76....1...8......9....3......56........85...3..4.1.,22,47,12,0,0,3,0,0,0,Intermediate,
..3.9.25...12.8....5.3.4.6.....1....3.95.......6..2..8.....6.93................16,23,45,13,1,0,0,0,0,0,Intermediate,
..58...1..2..6......1..3...........2..8.24......3....63..6.2.495...9.8..9..1.....,23,41,17,0,1,5,0,0,0,Intermediate,
9.......6....51...1....897.7...6.815.....4......1..6...3.54............4.86.....9,23,39,19,2,0,1,0,0,0,Intermediate,
....547..6.9.3.......7......8.4.......29.7....3..62.8...3..8..57..2..3..26......4,25,49,7,1,0,0,0,0,0,Intermediate,
7......4...3.8..65...26.3..3.8...6....6..1....1...85.2........18.....7...3.1.54..,25,34,22,0,0,2,0,0,0,Intermediate,
.....2.75.6.15....27..3.........3.......7...6.1.864....2..81.3.7.6...85...1......,25,43,13,1,0,0,0,0,0,Intermediate,
.....93..8.4.1...5....5.........3.6....2..5....9.4.1...2.......193...6...6.8.2..4,23,40,18,1,0,0,0,0,0,Intermediate,
4.........731..4...6.4.23.8...6.1..39...8.2...87.....47.8.......34...86..9.......,26,36,19,2,0,0,0,0,0,Intermediate,
.2.8.671..........175..29..318......5...78..............9..5.2.68..2..7...391....,26,42,13,2,0,0,0,0,0,Intermediate,
.2...81..........5...17..4..42......781.......5......867..42.8....9..47...9....2.,24,41,16,2,0,0,0,0,0,Intermediate,
5.7.........62.....6914.....9........5.....4.3...1..72.......91.4..5.7..1.527..6.,25,48,8,0,0,1,0,0,0,Intermediate,
...54..2..3.1..........6...6..4..378.5.......7...6841....75.8...21...........316.,25,50,6,0,0,2,0,0,0,Intermediate,
...9.2......1.........3...656..1.3..8.......5237.5...83..5.18.......8.7.62.7....3,26,33,22,2,0,0,0,0,0,Intermediate,
....9..1.....35..43..7......69....5.5....4........71..6..4......35....8.78..53.6.,24,42,15,1,0,0,0,0,0,Intermediate,
....867....8....2.7..2.....5....1..7...63......6..4.8..5......8....2..3.1..7.5.6.,23,47,11,3,1,0,0,0,0,Intermediate,
.....378..7....4.6....8........6.....3..1..7.15..473......5...4...8...6.56...1..2,24,43,14,2,0,0,0,0,0,Intermediate,
.35...7...4..........5..4.....4...6.2..7.3..8....2.317.2...6.....128...6.563..1.4,27,44,10,0,0,3,0,0,0,Intermediate,
.94..381.36..8......1...7.64....91...1...59......3.54..5.......8..916....3.......,26,35,20,2,0,1,0,0,0,Intermediate,
....3.95..1.9.......8.7..3.945...8......197......4.5.........8..87..1....3.4.6...,24,38,19,2,1,5,2,0,0,Intermediate,
75....6........51.2...........5.47...4.6.7.......1.25.4...7..8618.3.......5..61.3,26,40,15,0,0,4,0,0,0,Intermediate,
..86..1.3..9.7..6....3...25..3..9...2.7.5.6..1.......2..............13.73.....251,25,32,24,1,0,2,0,0,0,Intermediate,
61..52..4....1.....8.........5239...........3.9...6.....249..568..1.3.49.4..6.3.2,28,49,4,2,0,0,0,0,0,Intermediate,
3.752....6....83.45........46.....8..5..6.74..89..52..2............32...........9,24,41,16,1,0,0,0,0,0,Intermediate,
59...8.......3...51.....26.....957.3...18..2.9.6..3.1.36..1.9......5...........7.,25,39,17,2,0,3,0,0,0,Intermediate,
..6...2..823..1......7.........74...4..2.8...6.....87...8.65..2.5..1..3.....3.18.,25,41,15,1,0,0,0,0,0,Intermediate,
7.....5.8..56.....18...4.9.5.....864.....9....24.58.7.2......85....9.12....1.....,26,44,11,3,0,0,0,0,0,Intermediate,
..4.7.923..64....7.......8...861....3....8..9...2......6..............38..39847.1,25,37,19,3,0,0,0,0,0,Intermediate,
..6..7.......39..74.....5..3.......5.8..72...2...9..3.7...68...62...5.9..95....4.,25,35,21,1,0,1,0,0,0,Intermediate,
.4....1.7.3.14.8.........5..5..........3..72..1..2..89..391.4...8.45..1.....8...2,26,42,13,4,0,0,0,0,0,Intermediate,
5963...4..8...........1896.....79.8......5...3..6....16........4537.......745....,25,52,4,4,0,0,0,0,0,Intermediate,
..256..8...9..7..6.4..8.5..7.....85...4.5.......6..2........6.9.579.....3........,23,44,14,1,0,0,0,0,0,Intermediate,
.6....39.4....865....7......7...984.9.4...27...........92....86...4.7..55........,24,41,16,1,0,4,0,0,0,Intermediate,
..9....8......3.6...45........4...79.6...941............79.....4....18.71.3..6.9.,23,44,14,1,0,0,0,0,0,Intermediate,
....9...........8....61.7.5.381......6...34....4..7..91..37......9...6.3.....1..8,23,35,23,2,0,0,0,0,0,Intermediate,
........2....47...532...8...24.........1..758....8....278..19..3..........17.84..,24,25,32,1,0,0,0,0,0,Intermediate,
48.....9.2....5..85..3..6....8..351..6..2...4..19...........2.3.5....1.......48.9,25,30,26,4,0,0,0,0,0,Intermediate,
.....9.26.....3..71..8.....7....6..9............9.5.6..71.5...33.....7..26.3..9.5,24,41,16,1,0,0,0,0,0,Intermediate,
.....2.6...13..95...3.7.....3.16...4.7...3...6..4....5..7....16.2...4..3...2...7.,25,32,24,0,0,1,0,0,0,Intermediate,
5.8.2...12...8..7...6....4..5.27..19.....94..7.1.....64....1....6.8.5......6.....,25,41,15,1,0,0,0,0,0,Intermediate,
...5...96.1...4...9...1..8..6...3..7.4...........8....85.....4..7.95..133...4.7..,24,44,13,3,0,0,0,0,0,Intermediate,
25..7..........174....9...8..6..7....87.4..5.92.5.6.81................16...8..295,26,39,16,2,0,0,0,0,0,Intermediate,
14...8..28...2..797......41...9.26..61.5......5..4..1......1.....47.5.......9....,25,41,15,0,0,1,0,0,0,Intermediate,
..9.....6......97....7....1.7.1.35..9.2..6.....32.97...15.....4.........3.6..1.2.,24,38,19,1,0,0,0,0,0,Intermediate,
...23.....8....9..632....7..9......68769..4.....7.........2.1.41...7.3.9..934....,26,39,16,1,0,0,2,0,0,Intermediate,
.4.5.....6..72...9782.4...65.7..4....2....4....1...5.7..5.1..9.27.........4..6...,26,46,9,2,0,1,0,0,0,Intermediate,
54.6......3954.......3.2...8.....793..7.2.56.....5......6.3....2..9..8....3..4..9,26,35,20,2,0,0,0,0,0,Intermediate,
